50	10
100	15
150	16
200	15
250	15
300	16
350	62
400	125
450	188
500	297
550	500
600	437
650	547
700	844
750	1016
800	985
850	1016
900	1203
950	1469
1000	1656
1050	1984
1100	2234
1150	2000
1200	2157
1250	2422
1300	2859
1350	3187
1400	3485
1450	3923
1500	4298
1550	5032
1600	5422
1650	5751
1700	6282
1750	7096
1800	7564
1850	8204
1900	8689
1950	9454
